Date,Shift,Temperature,Pressure,Speed,Torque,Downtime_min,Production_Output
2024-01-16 06:00:00,A,76.79,103.43,1495,43.26,1.27,479.3
2024-01-16 07:00:00,A,75.1,104.01,1332,44.01,5.44,489.3
2024-01-16 08:00:00,B,75.78,107.9,1420,26.27,6.77,510.9
2024-01-16 09:00:00,B,68.82,124.12,1341,31.71,9.43,468.1
2024-01-16 10:00:00,B,75.2,97.88,1469,26.15,2.75,524.1
2024-01-16 11:00:00,B,78.98,90.42,1808,33.28,1.8,505.3
2024-01-16 12:00:00,B,86.61,83.45,1253,32.54,1.97,499.0
2024-01-16 13:00:00,B,82.67,91.23,1210,41.24,6.23,486.0
2024-01-16 14:00:00,B,92.23,99.6,1765,45.48,8.49,502.7
2024-01-16 15:00:00,B,68.86,121.53,1462,46.17,1.0,512.4
2024-01-16 16:00:00,C,81.98,93.79,1380,30.5,2.32,493.4
2024-01-16 17:00:00,C,76.47,102.69,1687,33.33,11.61,480.4
2024-01-16 18:00:00,C,92.52,99.8,1391,21.53,8.22,506.0
2024-01-16 19:00:00,C,68.53,114.26,1829,28.55,20.95,448.3
2024-01-16 20:00:00,C,68.28,130.0,1622,42.72,7.02,496.2
2024-01-16 21:00:00,C,70.2,93.63,1412,47.92,2.5,442.1
2024-01-16 22:00:00,C,58.01,94.13,1888,25.13,4.47,488.7
2024-01-16 23:00:00,C,70.79,112.53,1391,30.26,5.41,489.6
2024-01-17 00:00:00,A,68.93,108.18,1634,34.79,0.41,509.6
2024-01-17 01:00:00,A,76.2,122.16,1554,37.24,3.93,511.0
2024-01-17 02:00:00,A,77.73,107.01,1734,28.52,6.18,514.2
2024-01-17 03:00:00,A,90.01,95.69,1781,38.39,0.92,541.6
2024-01-17 04:00:00,A,82.6,107.09,1506,31.21,7.59,519.8
2024-01-17 05:00:00,A,70.38,113.3,1364,34.88,4.38,480.1
2024-01-17 06:00:00,A,67.81,109.85,1583,39.37,15.21,431.7
2024-01-17 07:00:00,A,78.94,106.09,1378,35.05,0.22,491.8
2024-01-17 08:00:00,B,64.44,112.8,1862,31.51,1.54,514.0
2024-01-17 09:00:00,B,89.65,114.03,1525,34.12,4.6,517.8
2024-01-17 10:00:00,B,84.44,116.59,1434,34.29,1.76,510.5
2024-01-17 11:00:00,B,71.25,107.78,1533,32.04,6.27,468.5
2024-01-17 12:00:00,B,61.29,97.99,1258,32.93,7.11,447.9
2024-01-17 13:00:00,B,85.83,101.76,1325,47.79,0.54,504.6
2024-01-17 14:00:00,B,74.08,114.48,1716,39.49,3.61,526.1
2024-01-17 15:00:00,B,84.9,90.2,1382,32.64,3.56,486.9
2024-01-17 16:00:00,C,62.24,104.42,1312,40.58,2.3,466.9
2024-01-17 17:00:00,C,70.2,95.28,1597,32.33,13.51,442.2
2024-01-17 18:00:00,C,75.04,100.34,1713,44.38,8.79,480.2
2024-01-17 19:00:00,C,75.38,115.34,1629,37.96,5.97,488.4
2024-01-17 20:00:00,C,71.4,102.29,1679,34.14,6.26,506.9
2024-01-17 21:00:00,C,79.98,100.56,1364,38.58,3.1,459.5
2024-01-17 22:00:00,C,66.46,83.68,1244,22.43,12.69,434.9
2024-01-17 23:00:00,C,73.86,108.96,1770,25.99,5.93,523.6
2024-01-18 00:00:00,A,75.96,107.75,1442,25.45,6.53,504.8
2024-01-18 01:00:00,A,79.12,125.96,1455,36.14,9.89,551.5
2024-01-18 02:00:00,A,80.69,96.31,1739,48.86,1.6,513.4
2024-01-18 03:00:00,A,66.0,102.63,1600,52.85,8.23,439.6
2024-01-18 04:00:00,A,62.73,102.99,1582,40.1,1.09,491.0
2024-01-18 05:00:00,A,85.22,118.93,1890,39.01,2.12,509.9
2024-01-18 06:00:00,A,77.66,98.86,1384,20.59,2.04,512.1
2024-01-18 07:00:00,A,69.01,103.35,1667,30.66,19.2,434.3
2024-01-18 08:00:00,B,87.41,107.29,1510,28.7,9.71,521.9
2024-01-18 09:00:00,B,75.93,102.24,1548,30.03,6.04,488.2
2024-01-18 10:00:00,B,84.43,94.64,1775,33.65,6.49,507.1
2024-01-18 11:00:00,B,75.54,102.33,1591,31.22,4.13,493.7
2024-01-18 12:00:00,B,91.49,112.88,1597,19.17,14.7,544.1
2024-01-18 13:00:00,B,89.04,87.68,1693,40.98,3.43,502.2
2024-01-18 14:00:00,B,73.01,101.6,1434,26.42,2.39,542.5
2024-01-18 15:00:00,B,82.77,91.6,1349,36.91,0.89,516.3
2024-01-18 16:00:00,C,80.16,114.34,1312,51.59,7.71,484.3
2024-01-18 17:00:00,C,85.95,81.72,1146,27.64,6.63,482.3
2024-01-18 18:00:00,C,67.28,93.29,1870,15.0,2.43,533.3
2024-01-18 19:00:00,C,80.49,104.53,1301,32.71,0.13,473.6
2024-01-18 20:00:00,C,83.47,118.79,1460,43.81,9.13,486.9
2024-01-18 21:00:00,C,60.93,99.21,1450,50.67,0.06,491.0
2024-01-18 22:00:00,C,65.53,93.34,1555,25.16,6.08,483.6
2024-01-18 23:00:00,C,58.69,122.57,1647,38.97,17.58,422.2
2024-01-19 00:00:00,A,72.84,82.62,1655,31.28,2.88,493.9
2024-01-19 01:00:00,A,80.74,73.61,1395,34.15,1.34,520.8
2024-01-19 02:00:00,A,87.02,105.28,1470,55.0,6.1,510.7
2024-01-19 03:00:00,A,75.59,93.98,1551,22.98,8.49,489.5
2024-01-19 04:00:00,A,88.03,87.75,1455,37.03,3.95,516.8
2024-01-19 05:00:00,A,63.96,108.5,1789,38.74,17.06,447.2
2024-01-19 06:00:00,A,61.37,102.93,1588,43.69,0.27,456.7
2024-01-19 07:00:00,A,74.56,93.23,1632,35.78,3.51,479.1
2024-01-19 08:00:00,B,78.07,84.64,1619,37.46,6.34,514.0
2024-01-19 09:00:00,B,74.74,110.47,1711,31.87,9.93,491.5
2024-01-19 10:00:00,B,58.46,107.8,1533,37.15,0.99,487.5
2024-01-19 11:00:00,B,74.29,98.81,1267,32.25,8.05,465.1
2024-01-19 12:00:00,B,64.56,122.16,1572,39.97,4.02,537.8
2024-01-19 13:00:00,B,80.36,87.16,1383,32.04,2.53,526.9
2024-01-19 14:00:00,B,77.93,81.69,1405,38.02,0.71,533.0
2024-01-19 15:00:00,B,67.48,91.7,1606,34.77,10.02,461.6
2024-01-19 16:00:00,C,70.89,99.45,1723,44.01,0.86,509.7
2024-01-19 17:00:00,C,66.53,102.92,1504,34.59,1.85,465.9
2024-01-19 18:00:00,C,74.5,97.11,1556,20.82,1.71,547.6
2024-01-19 19:00:00,C,82.64,104.22,1806,45.1,10.26,468.5
2024-01-19 20:00:00,C,67.11,84.98,1543,27.75,5.58,482.7
2024-01-19 21:00:00,C,79.03,117.33,1968,29.77,7.96,507.5
2024-01-19 22:00:00,C,70.76,99.01,1602,30.23,1.44,497.2
2024-01-19 23:00:00,C,68.66,113.41,1183,46.0,4.9,452.4
2024-01-20 00:00:00,A,74.14,104.11,1636,17.91,4.24,509.1
2024-01-20 01:00:00,A,66.72,105.48,1569,55.0,8.94,445.8
2024-01-20 02:00:00,A,70.57,106.84,1732,43.45,11.83,461.0
2024-01-20 03:00:00,A,65.42,105.37,1621,36.79,0.06,523.5
2024-01-20 04:00:00,A,90.72,107.71,1475,34.56,5.6,492.5
2024-01-20 05:00:00,A,75.28,115.95,1280,37.28,0.27,513.3
2024-01-20 06:00:00,A,69.4,102.36,1462,39.17,3.98,509.5
2024-01-20 07:00:00,A,76.71,108.51,1347,40.16,1.7,489.8
2024-01-20 08:00:00,B,74.1,98.92,1396,39.44,1.83,477.6
2024-01-20 09:00:00,B,73.23,117.28,1606,35.72,2.18,514.1
2024-01-20 10:00:00,B,79.91,91.88,1801,33.42,4.85,532.6
2024-01-20 11:00:00,B,81.06,121.61,1571,33.79,2.03,536.1
2024-01-20 12:00:00,B,70.76,99.52,1285,33.44,6.6,461.6
2024-01-20 13:00:00,B,70.39,82.83,1580,44.07,2.59,486.3
2024-01-20 14:00:00,B,72.8,101.54,1715,39.75,0.35,491.3
2024-01-20 15:00:00,B,56.58,91.83,1390,15.0,7.66,482.7
2024-01-20 16:00:00,C,62.88,110.09,1476,40.25,1.68,499.4
2024-01-20 17:00:00,C,85.93,92.17,1503,36.56,2.83,499.4
2024-01-20 18:00:00,C,88.16,94.65,1359,34.85,5.78,477.6
2024-01-20 19:00:00,C,73.01,77.33,1617,31.89,2.02,473.6
2024-01-20 20:00:00,C,79.61,94.57,1478,43.99,0.29,510.8
2024-01-20 21:00:00,C,77.49,70.91,1576,42.58,2.34,502.3
2024-01-20 22:00:00,C,95.0,80.99,1340,28.82,14.45,453.7
2024-01-20 23:00:00,C,83.96,109.12,1421,38.26,5.13,512.1
2024-01-21 00:00:00,A,73.98,109.43,1630,27.23,5.57,469.4
2024-01-21 01:00:00,A,67.36,105.11,1433,23.96,5.0,403.4
2024-01-21 02:00:00,A,62.15,88.4,1811,29.99,1.11,501.3
2024-01-21 03:00:00,A,76.63,99.43,1428,41.9,2.71,473.3
2024-01-21 04:00:00,A,68.95,99.96,1540,42.63,6.95,454.0
2024-01-21 05:00:00,A,63.62,86.1,1668,39.1,0.53,474.3
2024-01-21 06:00:00,A,69.83,118.04,1245,40.8,1.63,499.8
2024-01-21 07:00:00,A,66.35,110.53,1183,39.13,1.62,478.7
2024-01-21 08:00:00,B,88.5,97.35,1225,29.87,2.83,460.8
2024-01-21 09:00:00,B,82.05,100.32,1727,38.46,19.65,415.4
2024-01-21 10:00:00,B,74.94,102.5,1401,41.4,0.35,487.2
2024-01-21 11:00:00,B,86.84,75.5,1960,41.03,3.66,518.0
2024-01-21 12:00:00,B,75.62,97.03,1398,44.51,0.99,435.4
2024-01-21 13:00:00,B,68.11,91.82,1533,40.67,17.65,419.4
2024-01-21 14:00:00,B,87.18,87.98,1778,37.81,0.6,513.4
2024-01-21 15:00:00,B,79.31,96.63,1861,43.56,2.58,540.7
2024-01-21 16:00:00,C,66.7,121.57,1871,34.79,6.69,504.9
2024-01-21 17:00:00,C,73.48,107.69,1718,27.95,6.1,518.6
2024-01-21 18:00:00,C,68.0,93.15,1684,33.7,2.75,499.8
2024-01-21 19:00:00,C,63.94,106.87,1607,29.04,2.13,463.5
